Year,Country,Topic,Authors,No_Authors,Category_of_Authors,Title,Papers_Published,Institutions,Curated_Institution,Institution,Historically_Adv_Disav,Journal,African_Journal,Impact,Means_Citations,Model,Genetic,Research_Types,Adv_Methods,Medicinal_Plants_Usage,P_Name,P_Use,P_Success,N_affiliations,InternationalCollab,CC1,CC2,CC3,CC4,CC5,CC6,CC7,CC8,CC9,CC10,CC11,CC12,CC13,CC14,CC15,CC16,CC17,CC18,CC19,CC20,CC21,CC22,CC23,CC24,CC25,CC26,CC27,CC28,CC29,CC30,CC31,CC32
2009,44,3,S. Andronikou and R. Van Toorn,2,Multiple,The DWI 'reversal sign' of white matter hypoxic ischaemic injury in older children: an unusual MRI pattern for age,1,"University of StellenboschTygerbergSouth Africa, University of Cape Town, South Africa.",University of the Wetwatersrand,UWW,Advantage,Int Urogynecol J,African Journals,1.826,72,Rat,0,Basic,Advanced,No,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,44,3,"J. du Plessis, S. Andronikou, N. Wieselthaler, S. Theron, R. George and A. Mapukata",6,Multiple,CT features of tuberculous intracranial abscesses in children,1,"University of StellenboschTygerbergSouth Africa, University of Cape Town, South Africa.",University of the Wetwatersrand,UWW,Advantage,Pediatr Radiol,African Journals,1.826,179,Rat,0,Basic,Advanced,No,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,44,1,"S. M. Hemmings, C. J. Kinnear, C. Lochner, S. Seedat, V. A. Corfield, J. C. Moolman-Smook and D. J. Stein",7,Multiple,Genetic correlates in trichotillomania--A case-control association study in the South African Caucasian population,1,"University of StellenboschTygerbergSouth Africa, University of Cape Town, South Africa.",University of the Wetwatersrand,UWW,Advantage,Isr J Psychiatry Relat Sci,African Journals,0.75,24,Rat,0,Basic,Standard,No,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,44,9,"M. R. Davids, U. M. Chikte and M. L. Halperin",3,Multiple,Development and evaluation of a multimedia e-learning resource for electrolyte and acid-base disorders,1,University of StellenboschTygerbergSouth Africa.,University of the Wetwatersrand,UWW,Advantage,Adv Physiol Educ,African Journals,1.981,9,Rat,0,Basic,Advanced,No,,,,2,102,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,44,3,"F. J. Cronje, W. A. Meintjes, P. B. Bennett, S. Fitchat, A. Marroni and O. Hyldegaard",6,Multiple,Analysis of clinical outcomes of linear vs. deep stop decompression from 3.5 to 6 atmospheres absolute (350 - 600 kpa) in awake rats,1,University of StellenboschTygerbergSouth Africa.,University of the Wetwatersrand,UWW,Advantage,Undersea Hyperb Med,African Journals,0.897,4,Rat,0,Basic,Standard,No,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,44,3,A. O. Oduntan,1,Single,Cellular inflammatory response induced by sensory denervation of the conjunctiva in monkeys,1,"University of the North, Sovenga, Limpopo, South Africa",University of the Wetwatersrand,UWW,Advantage,J Anat,African Journals,2.097,30,Other,0,Basic,Advanced,No,,,,2,102,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,44,6,"Mentor, S. and Fisher, D.",2,Multiple,Aggressive Antioxidant Reductive Stress Impairs Brain Endothelial Cell Angiogenesis and Blood Brain Barrier Function,1,University of the Western Cape,University of the Wetwatersrand,UWW,Advantage,Curr Neurovasc Res,African Journals,1.7,38,Rat,0,Basic,Standard,No,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,44,3,V. M. Phillips and Y. Van Der Heyde,2,Multiple,Oro-facial trauma in child abuse fatalities,1,"University of the Western Cape, South Africa, University of Cape Town, South Africa.",University of the Wetwatersrand,UWW,Advantage,J Comp Neurol,Non-African Journals,0.955,191,Rat,0,Basic,Standard,No,,,,2,56,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,44,7,J. R. Ouma,1,Single,Psychotic manifestations in brain tumour patients: 2 case reports from South Africa,1,University of the Witwatersrand,University of the Wetwatersrand,UWW,Advantage,J Health Psychol,Non-African Journals,0.842,16,Rat,0,Basic,Standard,No,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,44,6,"Benoit, J., Manger, P. R., Norton, L., Fernandez, V. and Rubidge, B. S.",5,Multiple,"Synchrotron scanning reveals the palaeoneurology of the head-butting Moschops capensis (Therapsida, Dinocephalia)",1,University of the Witwatersrand,University of the Wetwatersrand,UWW,Advantage,Methods Find Exp Clin Pharmacol,African Journals,2.158,39,Rat,0,Basic,Advanced,No,,,,2,44,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,44,6,"J. Benoit, F. Abdala, M. J. Van den Brandt, P. R. Manger and B. S. Rubidge",5,Multiple,Physiological implications of the abnormal absence of the parietal foramen in a late Permian cynodont (Therapsida),1,University of the Witwatersrand ,University of the Wetwatersrand,UWW,Advantage,J Exp Biol,African Journals,2.098,10,Rat,0,Basic,Advanced,No,,,,3,44,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,44,3,"I. du Plessis, D. Mitchell, H. P. Laburn and T. Cartmell",4,Multiple,Fever and lethargy induced by subcutaneous pyrogen infusion in unrestrained rats,1,"University of the Witwatersrand Medical School,",University of the Wetwatersrand,UWW,Advantage,Can J Physiol Pharmacol,African Journals,2.21,11,Rat,0,Basic,Advanced,No,,,,2,44,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997,44,6,"T. J. Daly, L. A. Williams and R. Buffenstein",3,Multiple,Catecholaminergic innervation of interscapular brown adipose tissue in the naked mole-rat (Heterocephalus glaber),1,"University of the Witwatersrand, ",University of the Wetwatersrand,UWW,Advantage,J Anat,African Journals,2.097,36,Rat,0,Basic,Advanced,No,,,,3,44,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,44,3,"M. Connor, P. Rheeder, A. Bryer, M. Meredith, M. Beukes, A. Dubb and V. Fritz",7,Multiple,The South African stroke risk in general practice study,1,"University of the Witwatersrand, ",University of the Wetwatersrand,UWW,Advantage,World Psychiatry,Non-African Journals,0.955,25,Rat,0,Basic,Standard,No,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,44,7,"Magidson, J. F., Dietrich, J., Otwombe, K. N., Sikkema, K. J., Katz, I. T. and Gray, G. E.",6,Multiple,"Psychosocial correlates of alcohol and other substance use among low-income adolescents in peri-urban Johannesburg, South Africa: A focus on gender differences",1,"University of the Witwatersrand, Haravrd and Duke Medical Schools (USA)",University of the Wetwatersrand,UWW,Advantage,Prog Neuropsychopharmacol Biol Psychiatry,African Journals,2,39,Rat,0,Basic,Advanced,No,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996,44,3,"H. Coleman, M. Kennedy, M. Altini, J. Crooks and P. Tsakiris",5,Multiple,Neuroendocrine (carcinoid) tumor of the mandible: a case report and review of the literature,1,"University of the Witwatersrand, Johannesburg,",University of the Wetwatersrand,UWW,Advantage,Psychol Health Med,African Journals,1.769,15,Rat,0,Basic,Standard,No,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,44,8,K. Cockcroft,1,Single,Working memory functioning in children with attention-deficit/hyperactivity disorder (ADHD): A comparison between subtypes and normal controls,1,"University of the Witwatersrand, South Africa",University of the Wetwatersrand,UWW,Advantage,J Child Adolesc Ment Health,African Journals,0.754,10,Rat,0,Basic,Standard,No,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,44,6,"N. Pather, P. Partab, B. Singh and K. S. Satyapal",4,Multiple,Cervico-thoracic ganglion: its clinical implications,1,"University of the Witwatersrand, South Africa",University of the Wetwatersrand,UWW,Advantage,Clin Anat,African Journals,1.908,21,Rat,0,Basic,Advanced,No,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,44,1,"N. Gravett, A. Bhagwandin, K. Fuxe and P. R. Manger",4,Multiple,"Distribution of orexin-A immunoreactive neurons and their terminal networks in the brain of the rock hyrax, Procavia capensis",1,"University of the Witwatersrand, South Africa",University of the Wetwatersrand,UWW,Advantage,J Chem Neuroanat,African Journals,2.162,64,Rat,0,Basic,Advanced,No,,,,3,44,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,44,9,"Y. Shibayama, E. R. Dabbs, K. Yazawa and Y. Mikami",4,Multiple,Functional analysis of a small cryptic plasmid pYS1 from Nocardia,1,"University of the Witwatersrand, South Africa",University of the Wetwatersrand,UWW,Advantage,Plasmid,African Journals,2.228,6,Rat,0,Basic,Advanced,No,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,44,3,"O. Osadchii, A. Woodiwiss, D. Deftereos and G. Norton",4,Multiple,Neurotensin-induced myocardial noradrenergic effects in spontaneously hypertensive rats,1,"University of the Witwatersrand, South Africa",University of the Wetwatersrand,UWW,Advantage,J Neurol Neurosurg Psychiatry,African Journals,2.367,4,Rat,0,Basic,Advanced,No,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,44,3,"N. Singh, F. Seedat, V. Pillay, J. L. Sweet and M. P. Danckwerts",5,Multiple,Formulation and statistical optimization of novel double-incorporated PLA-PLGA microparticles within an alginate-pectinate platform for the delivery of nicotine,1,"University of the Witwatersrand, South Africa",University of the Wetwatersrand,UWW,Advantage,J Microencapsul,African Journals,1.793,7,Rat,0,Basic,Standard,No,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,44,1,"A. Bhagwandin, K. Fuxe, N. C. Bennett and P. R. Manger",4,Multiple,Distribution of orexinergic neurons and their terminal networks in the brains of two species of African mole rats,1,"University of the Witwatersrand, South Africa, University of Pretoria, South Africa",University of the Wetwatersrand,UWW,Advantage,J Chem Neuroanat,African Journals,2.162,21,Other,0,Basic,Advanced,No,,,,2,44,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,44,8,A. Mupawose and Y. Broom,2,Multiple,Assessing cognitive-linguistic abilities in South African adults living with HIV: the Cognitive Linguistic Quick Test,1,"University of the Witwatersrand, South Africa.",University of the Wetwatersrand,UWW,Advantage,Afr J AIDS Res,African Journals,0.81,45,Rat,0,Basic,Standard,No,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,44,3,"T. L. Rice, I. Chantler and L. C. Loram",3,Multiple,Neutralisation of muscle tumour necrosis factor alpha does not attenuate exercise-induced muscle pain but does improve muscle strength in healthy male volunteers,1,"University of the Witwatersrand, South Africa.",University of the Wetwatersrand,UWW,Advantage,Life Sci,African Journals,7.867,18,Other,0,Clinical,Standard,No,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,44,1,"K. Cockcroft, J. Ashwal and A. Bentley",3,Multiple,Sleep and daytime sleepiness in methylphenidate medicated and un-medicated children with attention-deficit/hyperactivity disorder (ADHD),1,"University of the Witwatersrand, South Africa.",University of the Wetwatersrand,UWW,Advantage,Conf Proc IEEE Eng Med Biol Soc,Non-African Journals,0.477,262,Rat,0,Basic,Standard,No,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,44,8,"C. Penn, J. Watermeyer and K. Schie",3,Multiple,Auditory disorders in a South African paediatric TBI population: some preliminary data,1,"University of the Witwatersrand, South Africa.",University of the Wetwatersrand,UWW,Advantage,Int J Audiol,African Journals,1.759,69,Rat,0,Basic,Standard,No,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,44,1,"J. N. Da Silva, K. Fuxe and P. R. Manger",3,Multiple,Nuclear parcellation of certain immunohistochemically identifiable neuronal systems in the midbrain and pons of the Highveld molerat (Cryptomys hottentotus),1,"University of the Witwatersrand, South Africa.",University of the Wetwatersrand,UWW,Advantage,J Chem Neuroanat,African Journals,2.162,16,Rat,0,Basic,Advanced,No,,,,2,44,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,44,1,"N. L. Badlangana, A. Bhagwandin, K. Fuxe and P. R. Manger",4,Multiple,"Distribution and morphology of putative catecholaminergic and serotonergic neurons in the medulla oblongata of a sub-adult giraffe, Giraffa camelopardalis",1,"University of the Witwatersrand, South Africa.",University of the Wetwatersrand,UWW,Advantage,J Chem Neuroanat,African Journals,2.162,35,Rat,0,Basic,Advanced,No,,,,2,44,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,44,2,"J. L. Kruger, L. A. Dell, J. D. Pettigrew and P. R. Manger",4,Multiple,Cellular location and major terminal networks of the orexinergic system in the brains of five microchiropteran species,1,"University of the Witwatersrand, South Africa.",University of the Wetwatersrand,UWW,Advantage,J Chem Neuroanat,African Journals,2.162,2,Rat,0,Basic,Advanced,No,,,,2,103,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,44,1,"N. Gravett, A. Bhagwandin, K. Fuxe and P. R. Manger",4,Multiple,"Nuclear organization and morphology of cholinergic, putative catecholaminergic and serotonergic neurons in the brain of the rock hyrax, Procavia capensis",1,"University of the Witwatersrand, South Africa.",University of the Wetwatersrand,UWW,Advantage,J Chem Neuroanat,African Journals,2.162,38,Rat,0,Basic,Advanced,No,,,,2,44,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,44,1,"R. P. Pieters, N. Gravett, K. Fuxe and P. R. Manger",4,Multiple,"Nuclear organization of cholinergic, putative catecholaminergic and serotonergic nuclei in the brain of the eastern rock elephant shrew, Elephantulus myurus",1,"University of the Witwatersrand, South Africa.",University of the Wetwatersrand,UWW,Advantage,J Chem Neuroanat,African Journals,2.162,40,Rat,0,Basic,Advanced,No,,,,2,44,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,44,1,"S. Dwarika, B. C. Maseko, A. O. Ihunwo, K. Fuxe and P. R. Manger",5,Multiple,"Distribution and morphology of putative catecholaminergic and serotonergic neurons in the brain of the greater canerat, Thryonomys swinderianus",1,"University of the Witwatersrand, South Africa.",University of the Wetwatersrand,UWW,Advantage,J Chem Neuroanat,African Journals,2.162,155,Rat,0,Basic,Advanced,No,,,,2,44,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,44,2,"L. A. Dell, J. L. Kruger, A. Bhagwandin, N. E. Jillani, J. D. Pettigrew and P. R. Manger",6,Multiple,"Nuclear organization of cholinergic, putative catecholaminergic and serotonergic systems in the brains of two megachiropteran species",1,"University of the Witwatersrand, South Africa.",University of the Wetwatersrand,UWW,Advantage,J Chem Neuroanat,African Journals,2.162,16,Rat,0,Basic,Advanced,No,,,,2,44,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998,44,9,B. Meel,1,Single,Inadvertent intrathecal administration of potassium chloride during routine spinal anesthesia: case report,1,"University of Transkei, Umtata",University of the Wetwatersrand,UWW,Advantage,Am J Forensic Med Pathol,African Journals,0.624,19,Rat,0,Basic,Standard,No,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,44,3,"Soeker, S.",1,Single,The use of the Model of Occupational Self Efficacy in improving the cognitive functioning of individuals with brain injury: A pre- and post-intervention study,1,University of Western cape,University of the Wetwatersrand,UWW,Advantage,Am J Phys Anthropol,African Journals,0.902,14,Rat,0,Basic,Standard,No,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,44,3,"Akinrinmade, O., Omoruyi, S., Dietrich, D. and Ekpo, O.",4,Multiple,Long-term consumption of fermented rooibos herbal tea offers neuroprotection against ischemic brain injury in rats,1,University of Western cape,University of the Wetwatersrand,UWW,Advantage,Acta Neurobiol Exp (Wars),African Journals,1.507,3,Rat,0,Basic,Standard,No,,,,2,57,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,44,1,"P. C. Ozegbe, M. C. Madekurozwa and T. A. Aire",3,Multiple,An immunohistochemical study of the presence and distribution of neuronal and glial markers in simple testicular cysts in the ostrich (Struthio camelus),1,,University of the Wetwatersrand,UWW,Advantage,Ital J Anat Embryol,African Journals,0.455,4,Rat,0,Basic,Standard,No,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,44,8,"H. M. Cross, M. I. Combrinck and J. A. Joska",3,Multiple,"HIV-associated neurocognitive disorders: antiretroviral regimen, central nervous system penetration effectiveness, and cognitive outcomes",1,,University of the Wetwatersrand,UWW,Advantage,S Afr Med J,Non-African Journals,0.955,31,Rat,0,Basic,Standard,No,,,,2,102,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,44,3,"S. Sobuwa, H. B. Hartzenberg, H. Geduld and C. Uys",4,Multiple,Outcomes following prehospital airway management in severe traumatic brain injury,1,,University of the Wetwatersrand,UWW,Advantage,Injury,Non-African Journals,0.955,17,Rat,1,Basic,Standard,No,,,,2,57,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,44,3,"J. Sothmann, J. Stander, N. Kruger and R. Dunn",4,Multiple,"Epidemiology of acute spinal cord injuries in the Groote Schuur Hospital Acute Spinal Cord Injury (GSH ASCI) Unit, Cape Town, 44, over the past 11 years",1,,University of the Wetwatersrand,UWW,Advantage,S Afr Med J,Non-African Journals,0.955,58,Rat,0,Basic,Standard,No,,,,2,53,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,44,3,"A. R. Horn, Y. Joolay, L. Tooke and M. C. Harrison",4,Multiple,A servo-assisted gel-pack cooling method for newborn infants with hypoxic-ischemic encephalopathy,1,,University of the Wetwatersrand,UWW,Advantage,J Trop Pediatr,African Journals,1.132,1,Rat,0,Basic,Standard,No,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,44,9,"R. van Coller, P. Slabbert, J. Vaidyanathan and C. Schutte",4,Multiple,Successful treatment of disabling paroxysmal nonkinesigenic dyskinesia with deep brain stimulation of the globus pallidus internus,1,,University of the Wetwatersrand,UWW,Advantage,Technol Health Care,African Journals,1.968,12,Rat,0,Basic,Advanced,No,,,,2,44,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,44,2,"L. A. Dell, J. L. Kruger, J. D. Pettigrew and P. R. Manger",4,Multiple,Cellular location and major terminal networks of the orexinergic system in the brain of two megachiropterans,1,,University of the Wetwatersrand,UWW,Advantage,J Chem Neuroanat,African Journals,2.162,24,Rat,0,Basic,Advanced,No,,,,2,57,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,44,7,"B. H. Harvey, M. Hamer, R. Louw, F. H. van der Westhuizen and L. Malan",5,Multiple,Metabolic and glutathione redox markers associated with brain-derived neurotrophic factor in depressed african men and women: evidence for counterregulation?,1,,University of the Wetwatersrand,UWW,Advantage,Neuropsychobiology,African Journals,2.303,0,Rat,0,Basic,Advanced,No,,,,2,37,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,44,3,"Buitendag, J. J. P., Kong, V. Y., Bruce, J. L., Laing, G. L., Clarke, D. L. and Brysiewicz, P.",6,Multiple,"The spectrum and outcome of paediatric traumatic brain injury in KwaZulu-Natal Province, 44 has not changed over the last two decades",1,,University of the Wetwatersrand,UWW,Advantage,S Afr Med J,Non-African Journals,0.955,2,Rat,0,Basic,Standard,No,,,,2,57,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,44,1,"T. Calvey, N. Patzke, C. Kaswera, E. Gilissen, N. C. Bennett and P. R. Manger",6,Multiple,"Nuclear organisation of some immunohistochemically identifiable neural systems in three Afrotherian species--Potomogale velox, Amblysomus hottentotus and Petrodromus tetradactylus",1,,University of the Wetwatersrand,UWW,Advantage,J Chem Neuroanat,African Journals,2.162,24,Rat,0,Basic,Advanced,No,,,,2,44,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,44,1,"T. Calvey, A. N. Alagaili, M. F. Bertelsen, A. Bhagwandin, J. D. Pettigrew and P. R. Manger",6,Multiple,"Nuclear organization of some immunohistochemically identifiable neural systems in two species of the Euarchontoglires: A Lagomorph, Lepus capensis, and a Scandentia, Tupaia belangeri",1,,University of the Wetwatersrand,UWW,Advantage,J Chem Neuroanat,African Journals,2.162,15,Rat,0,Basic,Advanced,No,,,,3,44,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,44,7,"G. Fein, D. Greenstein, V. A. Cardenas, N. L. Cuzen, J. P. Fouche, H. Ferrett, K. Thomas and D. J. Stein",8,Multiple,Cortical and subcortical volumes in adolescents with alcohol dependence but without substance or psychiatric comorbidities,1,,University of the Wetwatersrand,UWW,Advantage,Psychiatry Res,African Journals,2.223,10,Rat,0,Basic,Advanced,No,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,44,3,"A. Dairam, P. Chetty and S. Daya",3,Multiple,"Non-steroidal anti-inflammatory agents, tolmetin and sulindac, attenuate oxidative stress in rat brain homogenate and reduce quinolinic acid-induced neurodegeneration in rat hippocampal neurons",1,"Rhodes University, South Africa.",University of the Witwatersrand,UWW,Advantage,Life Sci,African Journals,2.441,54,Rat,1,Basic,Standard,NA,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,44,3,"M. Mabandla, L. Kellaway, A. St Clair Gibson and V. A. Russell",4,Multiple,Voluntary running provides neuroprotection in rats after 6-hydroxydopamine injection into the medial forebrain bundle,1,University of Cape Town,University of the Witwatersrand,UWW,Advantage,Metab Brain Dis,African Journals,2.441,3,Rat,0,Basic,Standard,NA,,,,3,44,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
